Sales ID,Order ID,Order Date,Ship Date,Ship Mode,Sales,Quantity,Discount,Profit
121398-10001718-1,CA-2014-121398,26/12/2014,30/12/2014,Standard Class,153.552,3,0.2,51.82
121398-10002756-2,CA-2014-121398,26/12/2014,30/12/2014,Standard Class,270.62,2,0,2.71
151561-10001432-4,CA-2013-151561,02/09/2013,08/09/2013,Standard Class,468.9,6,0,206.32
151561-10003399-7,CA-2013-151561,02/09/2013,08/09/2013,Standard Class,72.48,2,0,30.44
151561-10001574-1,CA-2013-151561,02/09/2013,08/09/2013,Standard Class,10.95,3,0,3.29
151561-10004864-1,CA-2013-151561,02/09/2013,08/09/2013,Standard Class,191.82,3,0,61.38
154676-10001172-1,CA-2014-154676,06/08/2014,09/08/2014,First Class,151.056,9,0.2,7.55
165589-10002396-2,US-2011-165589,19/02/2011,19/02/2011,Same Day,25.16,5,0.6,-11.32
132577-10004040-6,US-2013-132577,23/11/2013,28/11/2013,Standard Class,6.216,6,0.8,-9.63
132577-10003481-2,US-2013-132577,23/11/2013,28/11/2013,Standard Class,23.616,9,0.2,2.66
132577-10000387-2,US-2013-132577,23/11/2013,28/11/2013,Standard Class,24.032,2,0.2,-0.60
132577-10000262-2,US-2013-132577,23/11/2013,28/11/2013,Standard Class,2.088,1,0.2,0.68
132577-10003196-4,US-2013-132577,23/11/2013,28/11/2013,Standard Class,4.488,6,0.8,-6.73
114048-10004351-2,CA-2012-114048,14/12/2012,18/12/2012,Standard Class,29.22,3,0,12.86
137281-10001870-6,CA-2012-137281,13/06/2012,17/06/2012,Standard Class,6.48,1,0,3.11
162068-10002813-1,US-2014-162068,29/12/2014,01/01/2015,Second Class,1.188,2,0.7,-0.99
100111-10003846-2,CA-2014-100111,21/09/2014,27/09/2014,Standard Class,272.646,3,0.1,18.18
100111-10002647-2,CA-2014-100111,21/09/2014,27/09/2014,Standard Class,212.8,2,0,95.76
100111-10000807-3,CA-2014-100111,21/09/2014,27/09/2014,Standard Class,38.52,9,0,18.10
100111-10001465-7,CA-2014-100111,21/09/2014,27/09/2014,Standard Class,72.64,2,0,21.79
100111-10000615-4,CA-2014-100111,21/09/2014,27/09/2014,Standard Class,45.4,4,0,12.71
100111-10002713-1,CA-2014-100111,21/09/2014,27/09/2014,Standard Class,13.76,2,0,6.33
100111-10003061-8,CA-2014-100111,21/09/2014,27/09/2014,Standard Class,80.991,1,0.1,8.10
100111-10000343-1,CA-2014-100111,21/09/2014,27/09/2014,Standard Class,11.784,3,0.2,3.98
100111-10000304-4,CA-2014-100111,21/09/2014,27/09/2014,Standard Class,4.36,2,0,1.79
100111-10004086-2,CA-2014-100111,21/09/2014,27/09/2014,Standard Class,2888.127,11,0.1,609.72
100111-10002885-1,CA-2014-100111,21/09/2014,27/09/2014,Standard Class,1299.66,2,0,350.91
100111-10001215-2,CA-2014-100111,21/09/2014,27/09/2014,Standard Class,2254.41,5,0.1,375.74
100111-10000215-1,CA-2014-100111,21/09/2014,27/09/2014,Standard Class,104.85,3,0,28.31
100111-10001998-5,CA-2014-100111,21/09/2014,27/09/2014,Standard Class,59.97,3,0,20.39
132381-10002356-3,US-2014-132381,23/08/2014,25/08/2014,First Class,314.532,2,0.4,-83.88
147011-10002399-1,CA-2012-147011,18/06/2012,22/06/2012,Standard Class,13.632,4,0.2,3.58
120852-10001563-1,CA-2011-120852,20/12/2011,25/12/2011,Standard Class,19.432,2,0.8,-49.55
120852-10004510-6,CA-2011-120852,20/12/2011,25/12/2011,Standard Class,65.44,5,0.2,-8.18
150007-10001982-6,CA-2013-150007,12/09/2013,17/09/2013,Standard Class,6,2,0.2,2.10
150007-10004141-1,CA-2013-150007,12/09/2013,17/09/2013,Standard Class,1.908,3,0.8,-3.24
124590-10004495-1,CA-2013-124590,13/11/2013,17/11/2013,Standard Class,1474.802,7,0.3,-21.07
124590-10002311-1,CA-2013-124590,13/11/2013,17/11/2013,Standard Class,110.096,2,0.2,33.03
124590-10000585-1,CA-2013-124590,13/11/2013,17/11/2013,Standard Class,16.752,6,0.2,5.44
124590-10000454-1,CA-2013-124590,13/11/2013,17/11/2013,Standard Class,1537.074,9,0.3,0.00
124590-10003746-4,CA-2013-124590,13/11/2013,17/11/2013,Standard Class,449.372,2,0.3,-12.84
133802-10003291-4,CA-2013-133802,15/03/2013,21/03/2013,Standard Class,41.904,6,0.2,14.14
113677-10002114-2,US-2013-113677,14/11/2013,20/11/2013,Standard Class,2279.96,4,0,592.79
113677-10001569-1,US-2013-113677,14/11/2013,20/11/2013,Standard Class,14.94,3,0,6.87
143378-10001425-1,CA-2014-143378,20/09/2014,26/09/2014,Standard Class,191.976,3,0.2,19.20
143378-10001915-2,CA-2014-143378,20/09/2014,26/09/2014,Standard Class,23.832,3,0.2,6.55
143378-10004864-4,CA-2014-143378,20/09/2014,26/09/2014,Standard Class,409.216,8,0.2,61.38
143378-10001972-7,CA-2014-143378,20/09/2014,26/09/2014,Standard Class,72.588,2,0.7,-128.24
152660-10000532-6,CA-2014-152660,05/12/2014,10/12/2014,Standard Class,61.568,2,0.2,4.62
142139-10003883-2,CA-2012-142139,31/08/2012,05/09/2012,Standard Class,20.96,4,0.2,6.81
145772-10003038-4,CA-2014-145772,04/06/2014,08/06/2014,Standard Class,44.75,5,0,8.50
145772-10001593-1,CA-2014-145772,04/06/2014,08/06/2014,Standard Class,11.96,2,0,5.38
145772-10002049-3,CA-2014-145772,04/06/2014,08/06/2014,Standard Class,3.912,1,0.2,1.27
124100-10003817-3,CA-2013-124100,01/04/2013,07/04/2013,Standard Class,327.996,6,0.1,54.67
158400-10002353-4,US-2011-158400,25/10/2011,28/10/2011,First Class,49.408,4,0.2,18.53
162033-10003116-5,CA-2014-162033,27/03/2014,03/04/2014,Standard Class,53.25,3,0,20.77
162033-10003021-3,CA-2014-162033,27/03/2014,03/04/2014,Standard Class,3.76,2,0,1.32
163447-10004477-7,CA-2011-163447,27/12/2011,31/12/2011,Standard Class,767.214,14,0.1,161.97
145737-10001033-1,CA-2014-145737,16/09/2014,21/09/2014,Standard Class,163.96,5,0.2,59.44
148096-10004152-1,CA-2013-148096,17/08/2013,20/08/2013,First Class,161.28,2,0.2,12.10
146766-10002135-1,CA-2013-146766,05/11/2013,05/11/2013,Same Day,192.8,4,0,55.91
105613-10000521-2,CA-2012-105613,18/10/2012,22/10/2012,Standard Class,27.696,3,0.2,3.46
105613-10000026-7,CA-2012-105613,18/10/2012,22/10/2012,Standard Class,73.164,6,0.8,-186.57
142251-10002986-3,US-2013-142251,01/11/2013,05/11/2013,Second Class,32.064,6,0.2,11.22
131247-10001337-2,CA-2011-131247,30/03/2011,04/04/2011,Standard Class,205.666,2,0.15,-12.10
113593-10000532-1,US-2012-113593,18/04/2012,20/04/2012,First Class,115.44,3,0,30.01
121083-10001497-2,CA-2014-121083,10/07/2014,16/07/2014,Standard Class,274.8,5,0,134.65
121083-10002554-1,CA-2014-121083,10/07/2014,16/07/2014,Standard Class,195.64,4,0,3.91
121083-10001336-2,CA-2014-121083,10/07/2014,16/07/2014,Standard Class,257.98,2,0,74.81
121083-10002987-1,CA-2014-121083,10/07/2014,16/07/2014,Standard Class,119.04,6,0,48.81
151190-10000575-2,CA-2014-151190,28/06/2014,02/07/2014,Standard Class,20.07,3,0,9.23
133543-10003394-1,CA-2011-133543,22/12/2011,26/12/2011,Standard Class,11.76,4,0,3.18
105130-10003394-1,CA-2014-105130,22/11/2014,26/11/2014,Standard Class,11.76,4,0,3.18
105130-10001191-4,CA-2014-105130,22/11/2014,26/11/2014,Standard Class,40.736,2,0.2,14.77
161928-10003484-2,CA-2013-161928,28/06/2013,30/06/2013,Second Class,201.584,2,0.2,12.60
101322-10003968-3,CA-2014-101322,29/12/2014,01/01/2015,First Class,340.704,6,0.2,-34.07
106600-10001608-3,US-2013-106600,09/04/2013,12/04/2013,First Class,354.9,5,0,88.73
111871-10004218-1,CA-2011-111871,18/03/2011,21/03/2011,Second Class,1198.33,10,0.15,70.49
139437-10002485-8,CA-2014-139437,04/07/2014,09/07/2014,Standard Class,87.92,4,0,0.88
151484-10001876-5,CA-2014-151484,21/04/2014,24/04/2014,First Class,51.968,2,0.2,10.39
151484-10002370-5,CA-2014-151484,21/04/2014,24/04/2014,First Class,51.336,3,0.2,5.78
151484-10000142-3,CA-2014-151484,21/04/2014,24/04/2014,First Class,332.704,1,0.2,33.27
151484-10004671-4,CA-2014-151484,21/04/2014,24/04/2014,First Class,42.408,3,0.2,9.54
104150-10002504-8,CA-2013-104150,04/08/2013,06/08/2013,Second Class,81.54,3,0,38.32
104150-10004803-1,CA-2013-104150,04/08/2013,06/08/2013,Second Class,167.28,12,0,23.42
161025-10001932-7,CA-2013-161025,04/12/2013,10/12/2013,Standard Class,772.68,4,0,108.18
103989-10004667-3,CA-2011-103989,19/03/2011,21/03/2011,First Class,323.976,3,0.2,28.35
103989-10000443-1,CA-2011-103989,19/03/2011,21/03/2011,First Class,11.808,4,0.2,3.99
103989-10000918-2,CA-2011-103989,19/03/2011,21/03/2011,First Class,26.16,3,0.2,1.96
103989-10001196-3,CA-2011-103989,19/03/2011,21/03/2011,First Class,33.57,5,0.7,-25.74
103989-10003981-4,CA-2011-103989,19/03/2011,21/03/2011,First Class,4.992,3,0.2,1.37
103989-10002508-2,CA-2011-103989,19/03/2011,21/03/2011,First Class,20.016,3,0.2,5.50
103989-10002647-1,CA-2011-103989,19/03/2011,21/03/2011,First Class,170.24,2,0.2,53.20
142433-10002377-1,CA-2012-142433,20/04/2012,25/04/2012,Standard Class,117.456,3,0.2,44.05
132815-10004530-2,CA-2012-132815,19/09/2012,22/09/2012,Second Class,22.96,2,0,11.25
101266-10002986-1,CA-2011-101266,27/08/2011,30/08/2011,Second Class,13.36,2,0,6.41
141523-10000948-3,CA-2013-141523,20/12/2013,25/12/2013,Second Class,34.248,3,0.2,11.56
141523-10001545-3,CA-2013-141523,20/12/2013,25/12/2013,Second Class,3.52,2,0,1.02
106299-10001758-2,US-2011-106299,02/08/2011,08/08/2011,Standard Class,26.7,5,0,12.55
106299-10003237-2,US-2011-106299,02/08/2011,08/08/2011,Standard Class,21.2,2,0,9.12
106299-10002011-8,US-2011-106299,02/08/2011,08/08/2011,Standard Class,838.38,2,0,226.36
158421-10000309-1,CA-2012-158421,21/09/2012,26/09/2012,Standard Class,1690.04,4,0,422.51
158421-10002444-8,CA-2012-158421,21/09/2012,26/09/2012,Standard Class,85.96,7,0,24.07
158421-10001453-1,CA-2012-158421,21/09/2012,26/09/2012,Standard Class,121.96,2,0,57.32
158421-10001801-2,CA-2012-158421,21/09/2012,26/09/2012,Standard Class,23.92,4,0,11.72
158421-10000563-6,CA-2012-158421,21/09/2012,26/09/2012,Standard Class,63.96,2,0,6.40
158421-10000369-6,CA-2012-158421,21/09/2012,26/09/2012,Standard Class,629.95,5,0,176.39
158421-10002538-1,CA-2012-158421,21/09/2012,26/09/2012,Standard Class,113.73,3,0,32.98
158421-10000050-1,CA-2012-158421,21/09/2012,26/09/2012,Standard Class,14.6,2,0,6.86
158421-10004186-8,CA-2012-158421,21/09/2012,26/09/2012,Standard Class,887.84,8,0,17.76
143609-10004218-4,CA-2013-143609,12/12/2013,14/12/2013,First Class,403.92,5,0.2,25.25
138331-10002952-1,CA-2012-138331,07/08/2012,12/08/2012,Standard Class,106.8,10,0.2,10.68
138954-10003058-7,CA-2012-138954,15/11/2012,17/11/2012,First Class,70.95,3,0,20.58
138954-10003963-3,CA-2012-138954,15/11/2012,17/11/2012,First Class,34.944,6,0.2,11.79
138954-10001955-1,CA-2012-138954,15/11/2012,17/11/2012,First Class,119.04,6,0,35.71
157903-10004345-3,CA-2014-157903,05/04/2014,09/04/2014,Standard Class,383.84,4,0.2,47.98
157259-10003192-7,CA-2013-157259,25/12/2013,29/12/2013,Standard Class,799.56,9,0,207.89
107986-10001325-3,CA-2014-107986,14/12/2014,14/12/2014,Same Day,31.44,3,0,8.49
104927-10000019-2,CA-2014-104927,23/12/2014,27/12/2014,Standard Class,25.92,5,0.2,9.07
104927-10003429-6,CA-2014-104927,23/12/2014,27/12/2014,Standard Class,6.33,5,0.8,-9.81
104927-10000176-7,CA-2014-104927,23/12/2014,27/12/2014,Standard Class,75.88,5,0.2,26.56
113453-10004165-3,CA-2014-113453,22/10/2014,29/10/2014,Standard Class,329.988,2,0.4,-77.00
113453-10000352-7,CA-2014-113453,22/10/2014,29/10/2014,Standard Class,71.376,3,0.2,-4.46
149909-10000726-6,CA-2012-149909,13/11/2012,17/11/2012,Standard Class,63.77,7,0,28.70
149909-10001536-5,CA-2012-149909,13/11/2012,17/11/2012,Standard Class,50.97,3,0,13.25
149909-10001790-9,CA-2012-149909,13/11/2012,17/11/2012,Standard Class,96.08,2,0,46.12
146675-10001766-1,CA-2012-146675,16/04/2012,20/04/2012,Standard Class,1439.968,4,0.2,485.99
146675-10004396-4,CA-2012-146675,16/04/2012,20/04/2012,Standard Class,43.56,3,0.2,-4.90
118332-10001708-5,CA-2013-118332,17/12/2013,24/12/2013,Standard Class,563.92,5,0.2,7.05
133669-10001305-2,CA-2013-133669,22/10/2013,28/10/2013,Standard Class,235.152,8,0.4,-47.03
145660-10002885-7,CA-2014-145660,02/12/2014,04/12/2014,First Class,7.712,2,0.2,1.74
133697-10000726-5,CA-2013-133697,21/10/2013,25/10/2013,Second Class,51.016,7,0.2,15.94
133697-10003112-2,CA-2013-133697,21/10/2013,25/10/2013,Second Class,25.248,4,0.2,7.89
133697-10002372-5,CA-2013-133697,21/10/2013,25/10/2013,Second Class,56.686,1,0.3,-14.58
148138-10000563-5,CA-2014-148138,30/09/2014,04/10/2014,Standard Class,51.168,2,0.2,-6.40
119809-10003925-2,CA-2014-119809,19/08/2014,26/08/2014,Standard Class,2793.528,9,0.2,942.82
119809-10003306-1,CA-2014-119809,19/08/2014,26/08/2014,Standard Class,1000.02,7,0,290.01
119809-10001475-6,CA-2014-119809,19/08/2014,26/08/2014,Standard Class,65.94,3,0,22.42
149944-10003495-1,CA-2014-149944,13/11/2014,17/11/2014,Second Class,18.24,3,0,9.12
149944-10004708-7,CA-2014-149944,13/11/2014,17/11/2014,Second Class,76.12,2,0,22.07
128538-10001219-7,CA-2011-128538,11/10/2011,15/10/2011,Standard Class,7.64,1,0,3.74
161711-10000087-6,CA-2012-161711,28/11/2012,03/12/2012,Standard Class,68.16,3,0,27.95
161711-10001539-6,CA-2012-161711,28/11/2012,03/12/2012,Standard Class,62.24,8,0,29.25
129553-10004897-2,US-2012-129553,27/07/2012,02/08/2012,Standard Class,29.97,3,0,0.30
160220-10001300-1,CA-2013-160220,21/10/2013,27/10/2013,Standard Class,125.7,6,0,35.20
160220-10001557-1,CA-2013-160220,21/10/2013,27/10/2013,Standard Class,191.98,2,0,51.83
160220-10000617-2,CA-2013-160220,21/10/2013,27/10/2013,Standard Class,20.86,7,0,1.46
157224-10000121-5,US-2014-157224,15/09/2014,19/09/2014,Second Class,56.7,9,0,26.08
140627-10000087-7,CA-2014-140627,24/12/2014,28/12/2014,Standard Class,72.704,4,0.2,19.08
140627-10000422-1,CA-2014-140627,24/12/2014,28/12/2014,Standard Class,12.264,7,0.2,1.07
140627-10004123-2,CA-2014-140627,24/12/2014,28/12/2014,Standard Class,218.352,3,0.2,-54.59
133445-10003660-6,CA-2012-133445,05/10/2012,09/10/2012,Standard Class,66.294,1,0.7,-103.86
133445-10000422-2,CA-2012-133445,05/10/2012,09/10/2012,Standard Class,291.168,4,0.2,-14.56
148782-10002923-8,CA-2011-148782,02/11/2011,07/11/2011,Standard Class,88.776,3,0.2,7.77
148208-10004093-1,CA-2013-148208,22/01/2013,27/01/2013,Standard Class,110.376,4,0.4,-20.24
148208-10000171-5,CA-2013-148208,22/01/2013,27/01/2013,Standard Class,55.176,3,0.2,15.86
127656-10001166-3,CA-2014-127656,12/07/2014,18/07/2014,Standard Class,30.32,4,0,11.82
142188-10003199-1,US-2014-142188,12/09/2014,12/09/2014,Same Day,177.568,2,0.2,8.88
142188-10002005-1,US-2014-142188,12/09/2014,12/09/2014,Same Day,19.44,3,0,9.33
142188-10004101-7,US-2014-142188,12/09/2014,12/09/2014,Same Day,71.28,11,0,34.21
142188-10004600-1,US-2014-142188,12/09/2014,12/09/2014,Same Day,1471.96,5,0.2,459.99
142188-10000127-7,US-2014-142188,12/09/2014,12/09/2014,Same Day,79.96,5,0.2,-17.99
144400-10004386-5,CA-2013-144400,23/02/2013,27/02/2013,Standard Class,57.576,3,0.2,21.59
155180-10004506-2,US-2013-155180,22/01/2013,29/01/2013,Standard Class,26.336,4,0.2,9.22
134075-10004597-1,CA-2012-134075,12/12/2012,16/12/2012,Standard Class,166.5,3,0,21.65
134075-10001496-3,CA-2012-134075,12/12/2012,16/12/2012,Standard Class,360.38,2,0,93.70
131912-10004236-1,US-2013-131912,30/10/2013,02/11/2013,Second Class,11.744,1,0.2,3.82
141572-10001185-2,CA-2014-141572,29/05/2014,01/06/2014,Second Class,247.44,8,0,101.45
134621-10000977-1,CA-2011-134621,21/12/2011,28/12/2011,Standard Class,18.24,2,0.7,-14.59
165561-10004782-2,CA-2013-165561,25/11/2013,29/11/2013,Standard Class,25.35,3,0,7.61
112305-10002067-1,CA-2012-112305,20/11/2012,25/11/2012,Standard Class,119.04,6,0,30.95
112305-10002364-2,CA-2012-112305,20/11/2012,25/11/2012,Standard Class,22.14,3,0,6.42
112305-10002018-1,CA-2012-112305,20/11/2012,25/11/2012,Standard Class,13.98,2,0,6.01
121580-10000632-4,CA-2014-121580,30/05/2014,05/06/2014,Standard Class,43.41,1,0,19.97
121580-10003981-6,CA-2014-121580,30/05/2014,05/06/2014,Standard Class,6.24,3,0,2.62
121580-10001564-4,CA-2014-121580,30/05/2014,05/06/2014,Standard Class,465.16,2,0,120.94
121580-10004082-7,CA-2014-121580,30/05/2014,05/06/2014,Standard Class,7.98,1,0,3.99
101147-10004249-2,CA-2011-101147,02/12/2011,04/12/2011,First Class,2.394,1,0.8,-6.34
165806-10003441-5,CA-2011-165806,07/04/2011,07/04/2011,Same Day,58.32,9,0,27.99
165806-10004922-2,CA-2011-165806,07/04/2011,07/04/2011,Same Day,200.97,3,0,50.24
151624-10001731-2,CA-2012-151624,08/09/2012,14/09/2012,Standard Class,21.36,8,0,8.12
139444-10000134-9,CA-2014-139444,10/09/2014,16/09/2014,Standard Class,9.856,4,0.2,3.45
133977-10003166-3,CA-2012-133977,06/09/2012,08/09/2012,Second Class,3.444,1,0.7,-2.53
141425-10000646-3,CA-2014-141425,03/11/2014,07/11/2014,Second Class,384.592,2,0.2,-81.73
133536-10004459-2,CA-2012-133536,28/03/2012,30/03/2012,Second Class,22.92,3,0,11.23
150441-10003529-1,CA-2012-150441,13/08/2012,17/08/2012,Second Class,11.36,4,0,5.57
162607-10002949-1,CA-2012-162607,12/05/2012,18/05/2012,Standard Class,14.592,3,0.2,4.92
103506-10001158-4,CA-2014-103506,24/07/2014,28/07/2014,Standard Class,41.4,4,0,19.87
132479-10004584-4,CA-2013-132479,25/09/2013,27/09/2013,First Class,442.372,7,0.8,-729.91
160724-10004965-3,CA-2014-160724,06/05/2014,11/05/2014,Standard Class,34.5,3,0,15.53
115952-10004654-2,US-2013-115952,07/10/2013,07/10/2013,Same Day,28.85,5,0,14.43
146731-10000141-3,CA-2011-146731,03/11/2011,08/11/2011,Standard Class,3.488,2,0.2,1.18
146731-10001019-1,CA-2011-146731,03/11/2011,08/11/2011,Standard Class,143.856,9,0.2,48.55
115392-10002496-3,CA-2012-115392,01/10/2012,04/10/2012,Second Class,311.98,2,0,93.59
115392-10000829-2,CA-2012-115392,01/10/2012,04/10/2012,Second Class,22.45,5,0,10.33
102379-10001448-3,CA-2014-102379,03/12/2014,07/12/2014,Standard Class,39.992,1,0.2,-8.00
102379-10004983-1,CA-2014-102379,03/12/2014,07/12/2014,Standard Class,1159.056,9,0.2,43.46
102379-10004022-1,CA-2014-102379,03/12/2014,07/12/2014,Standard Class,179.9,5,0,44.98
149706-10001284-1,CA-2014-149706,12/12/2014,13/12/2014,First Class,116.312,7,0.2,23.26
139087-10001847-1,US-2013-139087,18/07/2013,23/07/2013,Second Class,12.42,3,0,4.47
139087-10004595-4,US-2013-139087,18/07/2013,23/07/2013,Second Class,428.4,3,0,89.96
139087-10004164-2,US-2013-139087,18/07/2013,23/07/2013,Second Class,24.75,5,0,10.89
139087-10001074-8,US-2013-139087,18/07/2013,23/07/2013,Second Class,87.71,7,0,41.22
139087-10000604-6,US-2013-139087,18/07/2013,23/07/2013,Second Class,69.52,2,0,17.38
139087-10000148-2,US-2013-139087,18/07/2013,23/07/2013,Second Class,20.784,2,0.2,-4.68
139087-10000042-1,US-2013-139087,18/07/2013,23/07/2013,Second Class,12.816,3,0.2,4.17
152226-10000443-5,CA-2014-152226,13/05/2014,17/05/2014,Standard Class,5.904,2,0.2,1.99
116484-10002874-6,CA-2012-116484,20/11/2012,26/11/2012,Standard Class,63.824,2,0.2,9.57
116484-10003994-1,CA-2012-116484,20/11/2012,26/11/2012,Standard Class,141.552,3,0.2,-26.54
100944-10001453-3,CA-2013-100944,25/09/2013,29/09/2013,Standard Class,304.9,5,0,143.30
100944-10000988-5,CA-2013-100944,25/09/2013,29/09/2013,Standard Class,563.24,5,0.2,56.32
125080-10003238-6,CA-2013-125080,22/10/2013,27/10/2013,Standard Class,661.176,2,0.4,-231.41
121020-10001061-2,CA-2013-121020,25/10/2013,01/11/2013,Standard Class,239.976,3,0.2,18.00
100090-10003715-5,CA-2011-100090,08/07/2011,12/07/2011,Standard Class,502.488,3,0.2,-87.94
100090-10001597-1,CA-2011-100090,08/07/2011,12/07/2011,Standard Class,196.704,6,0.2,68.85
139675-10004063-9,US-2012-139675,13/03/2012,18/03/2012,Second Class,915.136,4,0.2,102.95
139675-10001979-3,US-2012-139675,13/03/2012,18/03/2012,Second Class,327.76,8,0,91.77
143756-10001854-7,CA-2014-143756,03/12/2014,06/12/2014,First Class,701.96,2,0,168.47
151253-10002923-8,CA-2012-151253,22/04/2012,26/04/2012,Standard Class,88.776,3,0.2,7.77
151253-10004691-6,CA-2012-151253,22/04/2012,26/04/2012,Standard Class,64.14,3,0,16.68
141152-10002931-3,CA-2011-141152,16/09/2011,19/09/2011,First Class,33.552,1,0.2,12.58
141313-10002651-1,CA-2011-141313,28/12/2011,01/01/2012,Standard Class,1737.18,6,0,503.78
141313-10000689-7,CA-2011-141313,28/12/2011,01/01/2012,Standard Class,704.25,5,0,84.51
141313-10003302-1,CA-2011-141313,28/12/2011,01/01/2012,Standard Class,141.76,4,0,66.63
169852-10001460-3,CA-2011-169852,21/10/2011,26/10/2011,Standard Class,36.36,3,0.2,12.27
107314-10003489-2,CA-2014-107314,01/12/2014,04/12/2014,First Class,25.83,3,0,9.56
161305-10002794-2,US-2011-161305,06/06/2011,12/06/2011,Standard Class,24.588,3,0.8,-38.11
161305-10000461-1,US-2011-161305,06/06/2011,12/06/2011,Standard Class,13.984,2,0.2,4.72
166919-10001305-1,CA-2014-166919,24/11/2014,28/11/2014,Standard Class,195.96,5,0.2,19.60
162712-10000167-7,CA-2014-162712,19/06/2014,21/06/2014,Second Class,74.352,3,0.2,23.24
107552-10002947-6,CA-2014-107552,06/05/2014,06/05/2014,Same Day,6.68,1,0,3.21
163328-10002301-1,CA-2013-163328,05/11/2013,07/11/2013,Second Class,17.584,7,0.2,-4.18
163328-10003298-1,CA-2013-163328,05/11/2013,07/11/2013,Second Class,104.784,1,0.2,-14.41
163328-10004353-4,CA-2013-163328,05/11/2013,07/11/2013,Second Class,47.952,3,0.2,16.78
163328-10000229-6,CA-2013-163328,05/11/2013,07/11/2013,Second Class,650.352,3,0.2,-97.55
163328-10003930-6,CA-2013-163328,05/11/2013,07/11/2013,Second Class,629.184,8,0.2,228.08
163328-10000176-1,CA-2013-163328,05/11/2013,07/11/2013,Second Class,15.176,1,0.2,5.31
112837-10004006-1,CA-2011-112837,11/09/2011,16/09/2011,Standard Class,127.95,3,0,21.75
120019-10001932-5,CA-2014-120019,17/02/2014,22/02/2014,Standard Class,579.51,3,0,81.13
120019-10000923-1,CA-2014-120019,17/02/2014,22/02/2014,Standard Class,14.99,1,0,7.35
100762-10000380-1,CA-2011-100762,24/11/2011,29/11/2011,Standard Class,151.92,4,0,45.58
100762-10003930-1,CA-2011-100762,24/11/2011,29/11/2011,Standard Class,196.62,2,0,96.34
100762-10001815-1,CA-2011-100762,24/11/2011,29/11/2011,Standard Class,144.12,3,0,69.18
100762-10004082-1,CA-2011-100762,24/11/2011,29/11/2011,Standard Class,15.96,2,0,7.98
161459-10004071-3,CA-2014-161459,26/11/2014,30/11/2014,Second Class,39.96,5,0.2,3.50
161459-10002377-3,CA-2014-161459,26/11/2014,30/11/2014,Second Class,34.08,6,0,15.34
160017-10001800-1,CA-2014-160017,29/09/2014,03/10/2014,Standard Class,10.368,2,0.2,3.63
123316-10002764-7,CA-2011-123316,13/10/2011,17/10/2011,Standard Class,7.752,3,0.2,2.81
141299-10004459-1,CA-2011-141299,03/06/2011,07/06/2011,Second Class,15.28,2,0,7.49
104402-10000423-6,CA-2011-104402,17/06/2011,23/06/2011,Standard Class,65.97,3,0,31.01
110289-10002986-3,CA-2012-110289,29/10/2012,02/11/2012,Standard Class,33.4,5,0,16.03
110289-10001434-2,CA-2012-110289,29/10/2012,02/11/2012,Standard Class,210.84,4,0,103.31
167927-10000760-1,CA-2011-167927,21/01/2011,27/01/2011,Standard Class,13.98,1,0,4.05
167927-10002918-2,CA-2011-167927,21/01/2011,27/01/2011,Standard Class,272.94,3,0,30.02
167927-10000605-1,CA-2011-167927,21/01/2011,27/01/2011,Standard Class,19.05,5,0,8.95
167927-10002311-2,CA-2011-167927,21/01/2011,27/01/2011,Standard Class,247.716,4,0.1,93.58
167927-10003123-6,CA-2011-167927,21/01/2011,27/01/2011,Standard Class,66.58,2,0,15.98
167927-10004456-4,CA-2011-167927,21/01/2011,27/01/2011,Standard Class,43.92,3,0,12.74
167927-10002268-1,CA-2011-167927,21/01/2011,27/01/2011,Standard Class,14.73,3,0,4.86
167927-10004364-2,CA-2011-167927,21/01/2011,27/01/2011,Standard Class,29.7,5,0,13.37
133305-10001970-4,CA-2011-133305,11/07/2011,15/07/2011,Standard Class,49.12,4,0,23.09
133305-10002954-1,CA-2011-133305,11/07/2011,15/07/2011,Standard Class,18.28,5,0.2,6.40
165995-10000672-4,CA-2013-165995,31/08/2013,07/09/2013,Standard Class,47.04,4,0,15.99
165995-10004908-3,CA-2013-165995,31/08/2013,07/09/2013,Standard Class,339.96,5,0.2,42.50
143112-10003095-8,CA-2014-143112,06/10/2014,10/10/2014,Standard Class,87.8,4,0,43.90
143112-10002880-2,CA-2014-143112,06/10/2014,10/10/2014,Standard Class,221.382,2,0.1,2.46
143112-10001047-5,CA-2014-143112,06/10/2014,10/10/2014,Standard Class,5199.96,4,0,1351.99
105830-10002554-1,US-2014-105830,01/01/2014,03/01/2014,First Class,156.512,4,0.2,-35.22
146255-10004469-1,CA-2012-146255,07/03/2012,10/03/2012,First Class,119.85,3,0,52.73
146255-10000309-3,CA-2012-146255,07/03/2012,10/03/2012,First Class,30.44,2,0,14.92
146255-10001765-6,CA-2012-146255,07/03/2012,10/03/2012,First Class,69.28,2,0,33.25
146255-10001619-5,CA-2012-146255,07/03/2012,10/03/2012,First Class,587.97,3,0,170.51
104822-10002034-2,CA-2014-104822,21/10/2014,21/10/2014,Same Day,24.55,5,0,12.03
104486-10000309-1,CA-2012-104486,01/05/2012,06/05/2012,Standard Class,12.176,1,0.2,4.41
104486-10000876-3,CA-2012-104486,01/05/2012,06/05/2012,Standard Class,37.32,3,0,10.45
